      -5.0000000      -5.0000000      -2402.8984
      -4.0000000      -5.0000000      -2391.6408
      -3.0000000      -5.0000000      -2379.0959
      -2.0000000      -5.0000000      -2354.6111
      -1.0000000      -5.0000000      -2364.7074
       0.0000000      -5.0000000      -2339.5943
       1.0000000      -5.0000000      -2348.0716
       2.0000000      -5.0000000      -2344.7970
       3.0000000      -5.0000000      -2355.2571
       4.0000000      -5.0000000      -2352.1781
       5.0000000      -5.0000000      -2343.9598
       5.0000000      -4.0000000      -2330.6389
       4.0000000      -4.0000000      -2333.7851
       3.0000000      -4.0000000      -2359.9508
       2.0000000      -4.0000000      -2314.4315
       1.0000000      -4.0000000      -2356.1418
       0.0000000      -4.0000000      -2344.5362
      -1.0000000      -4.0000000      -2347.0474
      -2.0000000      -4.0000000      -2350.5515
      -3.0000000      -4.0000000      -2335.6743
      -4.0000000      -4.0000000      -2340.7835
      -5.0000000      -4.0000000      -2349.0918
      -5.0000000      -3.0000000      -2330.4427
      -4.0000000      -3.0000000      -2345.9955
      -3.0000000      -3.0000000      -2319.9547
      -2.0000000      -3.0000000      -2330.7527
      -1.0000000      -3.0000000      -2331.2794
       0.0000000      -3.0000000      -2300.3733
       1.0000000      -3.0000000      -2297.3437
       2.0000000      -3.0000000      -2284.6700
       3.0000000      -3.0000000      -2259.9882
       4.0000000      -3.0000000      -2288.3116
       5.0000000      -3.0000000      -2250.9534
       5.0000000      -2.0000000      -2264.9279
       4.0000000      -2.0000000      -2241.4349
       3.0000000      -2.0000000      -2249.7378
       2.0000000      -2.0000000      -2243.1619
       1.0000000      -2.0000000      -2219.4388
       0.0000000      -2.0000000      -2249.3863
      -1.0000000      -2.0000000      -2210.6975
      -2.0000000      -2.0000000      -2203.4231
      -3.0000000      -2.0000000      -2235.9469
      -4.0000000      -2.0000000      -2209.4178
      -5.0000000      -2.0000000      -2206.3985
      -5.0000000      -1.0000000      -2183.2030
      -4.0000000      -1.0000000      -2196.0783
      -3.0000000      -1.0000000      -2146.1439
      -2.0000000      -1.0000000      -2120.2020
      -1.0000000      -1.0000000      -2117.4208
       0.0000000      -1.0000000      -2114.5533
       1.0000000      -1.0000000      -2142.2926
       2.0000000      -1.0000000      -2120.7368
       3.0000000      -1.0000000      -2157.2425
       4.0000000      -1.0000000      -2146.2915
       5.0000000      -1.0000000      -2137.7639
       5.0000000       0.0000000      -2125.0217
       4.0000000       0.0000000      -2132.5272
       3.0000000       0.0000000      -2099.8377
       2.0000000       0.0000000      -2069.9554
       1.0000000       0.0000000      -2055.3799
       0.0000000       0.0000000      -2043.2258
      -1.0000000       0.0000000      -2043.7798
      -2.0000000       0.0000000      -2039.2338
      -3.0000000       0.0000000      -2085.6170
      -4.0000000       0.0000000      -2088.5265
      -5.0000000       0.0000000      -2033.4657
      -5.0000000       1.0000000      -2032.1530
      -4.0000000       1.0000000      -2039.5188
      -3.0000000       1.0000000      -2010.0430
      -2.0000000       1.0000000      -2013.9178
      -1.0000000       1.0000000      -2017.8633
       0.0000000       1.0000000      -2013.0566
       1.0000000       1.0000000      -1958.8650
       2.0000000       1.0000000      -1945.8458
       3.0000000       1.0000000      -1949.3923
       4.0000000       1.0000000      -1983.9268
       5.0000000       1.0000000      -1980.1507
       5.0000000       2.0000000      -1953.1528
       4.0000000       2.0000000      -1942.1997
       3.0000000       2.0000000      -1948.6589
       2.0000000       2.0000000      -1940.8480
       1.0000000       2.0000000      -1924.0876
       0.0000000       2.0000000      -1907.0370
      -1.0000000       2.0000000      -1893.8378
      -2.0000000       2.0000000      -1904.1139
      -3.0000000       2.0000000      -1909.9606
      -4.0000000       2.0000000      -1918.7333
      -5.0000000       2.0000000      -1926.3279
      -5.0000000       3.0000000      -1924.3718
      -4.0000000       3.0000000      -1934.8843
      -3.0000000       3.0000000      -1926.3904
      -2.0000000       3.0000000      -1928.4307
      -1.0000000       3.0000000      -1912.6834
       0.0000000       3.0000000      -1954.2207
       1.0000000       3.0000000      -1944.8388
       2.0000000       3.0000000      -1934.9555
       3.0000000       3.0000000      -1925.6331
       4.0000000       3.0000000      -1925.8024
       5.0000000       3.0000000      -1935.6135
       5.0000000       4.0000000      -1899.9698
       4.0000000       4.0000000      -1911.1913
       3.0000000       4.0000000      -1913.4189
       2.0000000       4.0000000      -1869.8766
       1.0000000       4.0000000      -1872.1587
       0.0000000       4.0000000      -1837.8677
      -1.0000000       4.0000000      -1818.7447
      -2.0000000       4.0000000      -1789.2095
      -3.0000000       4.0000000      -1806.7487
      -4.0000000       4.0000000      -1799.2518
      -5.0000000       4.0000000      -1761.2189
      -5.0000000       5.0000000      -1747.4991
      -4.0000000       5.0000000      -1704.8240
      -3.0000000       5.0000000      -1725.6456
      -2.0000000       5.0000000      -1696.0804
      -1.0000000       5.0000000      -1725.1513
       0.0000000       5.0000000      -1698.0341
       1.0000000       5.0000000      -1673.4055
       2.0000000       5.0000000      -1684.9074
       3.0000000       5.0000000      -1642.4501
       4.0000000       5.0000000      -1647.7499
       5.0000000       5.0000000      -1636.0406
       5.0000000       5.0000000      -1636.8379
       5.0000000       4.0000000      -1627.1722
       5.0000000       3.0000000      -1581.0109
       5.0000000       2.0000000      -1619.9472
       5.0000000       1.0000000      -1591.6093
       5.0000000       0.0000000      -1573.6287
       5.0000000      -1.0000000      -1573.5754
       5.0000000      -2.0000000      -1599.8435
       5.0000000      -3.0000000      -1572.4577
       5.0000000      -4.0000000      -1607.8313
       5.0000000      -5.0000000      -1604.9159
       4.0000000      -5.0000000      -1572.4309
       4.0000000      -4.0000000      -1563.8242
       4.0000000      -3.0000000      -1571.5773
