r,m,P
33819570.0,8.790745854940236e+32,2.7466611812226144e+27
33829570.0,8.79597958769505e+32,2.7447937988453204e+27
33839570.0,8.80121375320898e+32,2.74292735865258e+27
33849570.0,8.806448350139006e+32,2.7410618605771315e+27
33859570.0,8.811683377142495e+32,2.7391973045511247e+27
33869570.0,8.816918832877203e+32,2.737333690506122e+27
33879570.0,8.822154716001276e+32,2.735471018373098e+27
33889570.0,8.827391025173247e+32,2.733609288082441e+27
33899570.0,8.832627759052041e+32,2.7317484995639556e+27
33909570.0,8.837864916296974e+32,2.7298886527468597e+27
33919570.0,8.843102495567755e+32,2.7280297475597884e+27
33929570.0,8.848340495524483e+32,2.726171783930793e+27
33939570.0,8.853578914827655e+32,2.724314761787344e+27
33949570.0,8.858817752138156e+32,2.7224586810563285e+27
33959570.0,8.864057006117271e+32,2.7206035416640533e+27
33969570.0,8.869296675426677e+32,2.718749343536246e+27
33979570.0,8.874536758728452e+32,2.716896086598054e+27
33989570.0,8.879777254685065e+32,2.7150437707740465e+27
33999570.0,8.885018161959386e+32,2.7131923959882153e+27
34009570.0,8.890259479214685e+32,2.711341962163975e+27
34019570.0,8.895501205114629e+32,2.709492469224164e+27
34029570.0,8.900743338323283e+32,2.707643917091046e+27
34039570.0,8.905985877505118e+32,2.7057963056863084e+27
34049570.0,8.911228821325002e+32,2.7039496349310665e+27
34059570.0,8.916472168448207e+32,2.702103904745862e+27
34069570.0,8.921715917540408e+32,2.700259115050663e+27
34079570.0,8.926960067267682e+32,2.6984152657648685e+27
34089570.0,8.932204616296512e+32,2.696572356807305e+27
34099570.0,8.937449563293784e+32,2.6947303880962285e+27
34109570.0,8.942694906926793e+32,2.6928893595493277e+27
34119570.0,8.947940645863235e+32,2.691049271083721e+27
34129570.0,8.95318677877122e+32,2.6892101226159596e+27
34139570.0,8.95843330431926e+32,2.6873719140620286e+27
34149570.0,8.963680221176279e+32,2.685534645337346e+27
34159570.0,8.96892752801161e+32,2.683698316356765e+27
34169570.0,8.974175223494994e+32,2.681862927034573e+27
34179570.0,8.979423306296583e+32,2.680028477284495e+27
34189570.0,8.984671775086944e+32,2.6781949670196924e+27
34199570.0,8.98992062853705e+32,2.676362396152764e+27
34209570.0,8.995169865318293e+32,2.6745307645957463e+27
34219570.0,9.000419484102474e+32,2.6727000722601166e+27
34229570.0,9.00566948356181e+32,2.670870319056791e+27
34239570.0,9.010919862368931e+32,2.6690415048961274e+27
34249570.0,9.016170619196887e+32,2.6672136296879236e+27
34259570.0,9.021421752719141e+32,2.665386693341421e+27
34269570.0,9.026673261609572e+32,2.663560695765303e+27
34279570.0,9.031925144542482e+32,2.661735636867698e+27
34289570.0,9.037177400192585e+32,2.659911516556177e+27
34299570.0,9.042430027235017e+32,2.6580883347377584e+27
34309570.0,9.047683024345334e+32,2.656266091318905e+27
34319570.0,9.052936390199511e+32,2.6544447862055286e+27
34329570.0,9.058190123473948e+32,2.652624419302986e+27
34339570.0,9.063444222845462e+32,2.650804990516083e+27
34349570.0,9.068698686991295e+32,2.6489864997490766e+27
34359570.0,9.073953514589112e+32,2.6471689469056707e+27
34369570.0,9.079208704317002e+32,2.6453523318890216e+27
34379570.0,9.084464254853478e+32,2.643536654601737e+27
34389570.0,9.08972016487748e+32,2.6417219149458756e+27
34399570.0,9.094976433068371e+32,2.63990811282295e+27
34409570.0,9.100233058105946e+32,2.6380952481339264e+27
34419570.0,9.10549003867042e+32,2.636283320779225e+27
34429570.0,9.110747373442441e+32,2.6344723306587214e+27
34439570.0,9.116005061103085e+32,2.6326622776717475e+27
34449570.0,9.121263100333858e+32,2.6308531617170915e+27
34459570.0,9.126521489816692e+32,2.6290449826929986e+27
34469570.0,9.131780228233955e+32,2.6272377404971733e+27
34479570.0,9.137039314268444e+32,2.6254314350267786e+27
34489570.0,9.142298746603387e+32,2.6236260661784365e+27
34499570.0,9.147558523922448e+32,2.6218216338482307e+27
34509570.0,9.152818644909722e+32,2.620018137931706e+27
34519570.0,9.158079108249738e+32,2.618215578323868e+27
34529570.0,9.163339912627459e+32,2.6164139549191857e+27
34539570.0,9.168601056728287e+32,2.614613267611593e+27
34549570.0,9.173862539238057e+32,2.6128135162944854e+27
34559570.0,9.179124358843042e+32,2.611014700860726e+27
34569570.0,9.184386514229952e+32,2.6092168212026423e+27
34579570.0,9.189649004085934e+32,2.607419877212029e+27
34589570.0,9.194911827098577e+32,2.605623868780147e+27
34599570.0,9.200174981955907e+32,2.603828795797727e+27
34609570.0,9.20543846734639e+32,2.6020346581549665e+27
34619570.0,9.210702281958935e+32,2.600241455741534e+27
34629570.0,9.215966424482888e+32,2.598449188446567e+27
34639570.0,9.221230893608042e+32,2.5966578561586763e+27
34649570.0,9.226495688024631e+32,2.594867458765942e+27
34659570.0,9.23176080642333e+32,2.5930779961559186e+27
34669570.0,9.237026247495261e+32,2.5912894682156325e+27
34679570.0,9.24229200993199e+32,2.5895018748315856e+27
34689570.0,9.247558092425527e+32,2.5877152158897535e+27
34699570.0,9.252824493668331e+32,2.585929491275588e+27
34709570.0,9.258091212353305e+32,2.584144700874017e+27
34719570.0,9.2633582471738e+32,2.582360844569445e+27
34729570.0,9.268625596823615e+32,2.5805779222457553e+27
34739570.0,9.273893259996998e+32,2.5787959337863094e+27
34749570.0,9.279161235388644e+32,2.577014879073948e+27
34759570.0,9.284429521693702e+32,2.575234757990991e+27
34769570.0,9.289698117607767e+32,2.573455570419241e+27
34779570.0,9.29496702182689e+32,2.5716773162399805e+27
34789570.0,9.30023623304757e+32,2.569899995333975e+27
34799570.0,9.305505749966761e+32,2.568123607581474e+27
34809570.0,9.310775571281867e+32,2.5663481528622095e+27
34819570.0,9.316045695690749e+32,2.5645736310553976e+27
34829570.0,9.321316121891721e+32,2.5628000420397413e+27
34839570.0,9.326586848583551e+32,2.5610273856934287e+27
34849570.0,9.331857874465465e+32,2.5592556618941346e+27
34859570.0,9.337129198237143e+32,2.557484870519022e+27
34869570.0,9.342400818598723e+32,2.555715011444742e+27
34879570.0,9.347672734250802e+32,2.553946084547434e+27
34889570.0,9.352944943894431e+32,2.552178089702729e+27
34899570.0,9.358217446231124e+32,2.550411026785745e+27
34909570.0,9.363490239962853e+32,2.5486448956710957e+27
34919570.0,9.368763323792049e+32,2.5468796962328836e+27
34929570.0,9.374036696421605e+32,2.5451154283447056e+27
34939570.0,9.379310356554876e+32,2.543352091879651e+27
34949570.0,9.384584302895677e+32,2.5415896867103045e+27
34959570.0,9.389858534148288e+32,2.5398282127087446e+27
34969570.0,9.395133049017449e+32,2.538067669746547e+27
34979570.0,9.400407846208366e+32,2.536308057694782e+27
34989570.0,9.40568292442671e+32,2.5345493764240186e+27
34999570.0,9.410958282378615e+32,2.532791625804323e+27
35009570.0,9.416233918770681e+32,2.531034805705261e+27
35019570.0,9.421509832309977e+32,2.529278915995896e+27
35029570.0,9.426786021704035e+32,2.5275239565447934e+27
35039570.0,9.432062485660858e+32,2.525769927220019e+27
35049570.0,9.437339222888916e+32,2.5240168278891403e+27
35059570.0,9.442616232097146e+32,2.522264658419227e+27
35069570.0,9.447893511994955e+32,2.5205134186768516e+27
35079570.0,9.453171061292223e+32,2.518763108528091e+27
35089570.0,9.458448878699297e+32,2.517013727838527e+27
35099570.0,9.463726962926997e+32,2.5152652764732457e+27
35109570.0,9.469005312686615e+32,2.51351775429684e+27
35119570.0,9.474283926689912e+32,2.51177116117341e+27
35129570.0,9.479562803649128e+32,2.510025496966562e+27
35139570.0,9.484841942276972e+32,2.5082807615394127e+27
35149570.0,9.490121341286629e+32,2.506536954754586e+27
35159570.0,9.495400999391757e+32,2.504794076474216e+27
35169570.0,9.500680915306493e+32,2.5030521265599483e+27
35179570.0,9.505961087745446e+32,2.501311104872938e+27
35189570.0,9.511241515423706e+32,2.4995710112738535e+27
35199570.0,9.516522197056836e+32,2.4978318456228754e+27
35209570.0,9.521803131360879e+32,2.496093607779698e+27
35219570.0,9.527084317052356e+32,2.49435629760353e+27
35229570.0,9.532365752848266e+32,2.4926199149530946e+27
35239570.0,9.53764743746609e+32,2.4908844596866305e+27
35249570.0,9.542929369623788e+32,2.489149931661893e+27
35259570.0,9.5482115480398e+32,2.487416330736154e+27
35269570.0,9.553493971433049e+32,2.485683656766205e+27
35279570.0,9.558776638522939e+32,2.483951909608354e+27
35289570.0,9.564059548029356e+32,2.4822210891184293e+27
35299570.0,9.569342698672669e+32,2.480491195151779e+27
35309570.0,9.574626089173734e+32,2.478762227563272e+27
35319570.0,9.579909718253887e+32,2.477034186207299e+27
35329570.0,9.585193584634952e+32,2.4753070709377726e+27
35339570.0,9.590477687039236e+32,2.4735808816081282e+27
35349570.0,9.595762024189533e+32,2.4718556180713253e+27
35359570.0,9.601046594809126e+32,2.4701312801798477e+27
35369570.0,9.606331397621782e+32,2.468407867785704e+27
35379570.0,9.611616431351758e+32,2.4666853807404288e+27
35389570.0,9.616901694723797e+32,2.4649638188950838e+27
35399570.0,9.622187186463135e+32,2.4632431821002575e+27
35409570.0,9.627472905295493e+32,2.4615234702060667e+27
35419570.0,9.632758849947085e+32,2.4598046830621567e+27
35429570.0,9.638045019144614e+32,2.4580868205177028e+27
35439570.0,9.643331411615278e+32,2.45636988242141e+27
35449570.0,9.648618026086761e+32,2.4546538686215143e+27
35459570.0,9.653904861287243e+32,2.4529387789657838e+27
35469570.0,9.659191915945399e+32,2.451224613301519e+27
35479570.0,9.664479188790392e+32,2.4495113714755527e+27
35489570.0,9.669766678551883e+32,2.4477990533342525e+27
35499570.0,9.675054383960028e+32,2.4460876587235202e+27
35509570.0,9.680342303745475e+32,2.4443771874887929e+27
35519570.0,9.685630436639371e+32,2.4426676394750437e+27
35529570.0,9.690918781373361e+32,2.4409590145267827e+27
35539570.0,9.696207336679581e+32,2.439251312488057e+27
35549570.0,9.70149610129067e+32,2.4375445332024524e+27
35559570.0,9.70678507393976e+32,2.435838676513093e+27
35569570.0,9.712074253360487e+32,2.4341337422626433e+27
35579570.0,9.717363638286983e+32,2.4324297302933073e+27
35589570.0,9.72265322745388e+32,2.430726640446831e+27
35599570.0,9.727943019596313e+32,2.4290244725645014e+27
35609570.0,9.733233013449914e+32,2.4273232264871484e+27
35619570.0,9.738523207750818e+32,2.425622902055145e+27
35629570.0,9.743813601235663e+32,2.423923499108408e+27
35639570.0,9.749104192641589e+32,2.4222250174863997e+27
35649570.0,9.754394980706236e+32,2.4205274570281267e+27
35659570.0,9.759685964167753e+32,2.4188308175721423e+27
35669570.0,9.76497714176479e+32,2.4171350989565463e+27
35679570.0,9.770268512236502e+32,2.4154403010189863e+27
35689570.0,9.77556007432255e+32,2.4137464235966582e+27
35699570.0,9.7808518267631e+32,2.4120534665263064e+27
35709570.0,9.786143768298824e+32,2.4103614296442257e+27
35719570.0,9.791435897670903e+32,2.4086703127862608e+27
35729570.0,9.796728213621023e+32,2.4069801157878075e+27
35739570.0,9.80202071489138e+32,2.4052908384838138e+27
35749570.0,9.807313400224678e+32,2.40360248070878e+27
35759570.0,9.812606268364129e+32,2.401915042296759e+27
35769570.0,9.817899318053454e+32,2.4002285230813594e+27
35779570.0,9.823192548036889e+32,2.3985429228957428e+27
35789570.0,9.828485957059173e+32,2.396858241572627e+27
35799570.0,9.833779543865564e+32,2.3951744789442853e+27
35809570.0,9.839073307201827e+32,2.3934916348425487e+27
35819570.0,9.84436724581424e+32,2.391809709098805e+27
35829570.0,9.849661358449594e+32,2.3901287015440008e+27
35839570.0,9.854955643855195e+32,2.3884486120086412e+27
35849570.0,9.86025010077886e+32,2.386769440322791e+27
35859570.0,9.865544727968924e+32,2.3850911863160758e+27
35869570.0,9.870839524174233e+32,2.3834138498176818e+27
35879570.0,9.876134488144152e+32,2.3817374306563573e+27
35889570.0,9.88142961862856e+32,2.3800619286604128e+27
35899570.0,9.886724914377853e+32,2.3783873436577222e+27
35909570.0,9.892020374142945e+32,2.3767136754757232e+27
35919570.0,9.897315996675265e+32,2.3750409239414184e+27
35929570.0,9.902611780726762e+32,2.3733690888813755e+27
35939570.0,9.907907725049903e+32,2.371698170121728e+27
35949570.0,9.913203828397677e+32,2.3700281674881768e+27
35959570.0,9.918500089523587e+32,2.3683590808059896e+27
35969570.0,9.923796507181662e+32,2.3666909099000026e+27
35979570.0,9.929093080126449e+32,2.3650236545946208e+27
35989570.0,9.934389807113014e+32,2.3633573147138187e+27
35999570.0,9.93968668689695e+32,2.361691890081141e+27
36009570.0,9.944983718234367e+32,2.3600273805197035e+27
36019570.0,9.9502808998819e+32,2.3583637858521938e+27
36029570.0,9.95557823059671e+32,2.3567011059008715e+27
36039570.0,9.960875709136475e+32,2.3550393404875696e+27
36049570.0,9.966173334259405e+32,2.3533784894336947e+27
36059570.0,9.971471104724229e+32,2.351718552560228e+27
36069570.0,9.976769019290206e+32,2.350059529687726e+27
36079570.0,9.982067076717117e+32,2.3484014206363204e+27
36089570.0,9.98736527576527e+32,2.3467442252257206e+27
36099570.0,9.992663615195503e+32,2.3450879432752122e+27
36109570.0,9.997962093769175e+32,2.3434325746036596e+27
36119570.0,1.000326071024818e+33,2.3417781190295053e+27
36129570.0,1.0008559463394937e+33,2.3401245763707717e+27
36139570.0,1.0013858351972393e+33,2.3384719464450607e+27
36149570.0,1.0019157374744024e+33,2.3368202290695555e+27
36159570.0,1.002445653047384e+33,2.3351694240610206e+27
36169570.0,1.0029755817926376e+33,2.3335195312358025e+27
36179570.0,1.0035055235866703e+33,2.3318705504098307e+27
36189570.0,1.0040354783060418e+33,2.3302224813986184e+27
36199570.0,1.0045654458273654e+33,2.328575324017263e+27
36209570.0,1.0050954260273076e+33,2.3269290780804462e+27
36219570.0,1.0056254187825878e+33,2.3252837434024366e+27
36229570.0,1.0061554239699791e+33,2.323639319797088e+27
36239570.0,1.006685441466308e+33,2.3219958070778423e+27
36249570.0,1.0072154711484542e+33,2.3203532050577282e+27
36259570.0,1.0077455128933511e+33,2.3187115135493633e+27
36269570.0,1.0082755665779853e+33,2.3170707323649543e+27
36279570.0,1.0088056320793974e+33,2.3154308613162974e+27
36289570.0,1.0093357092746814e+33,2.3137919002147797e+27
36299570.0,1.0098657980409848e+33,2.3121538488713792e+27
36309570.0,1.0103958982555094e+33,2.310516707096666e+27
36319570.0,1.01092600979551e+33,2.3088804747008027e+27
36329570.0,1.0114561325382958e+33,2.307245151493545e+27
36339570.0,1.0119862663612295e+33,2.3056107372842427e+27
36349570.0,1.0125164111417281e+33,2.3039772318818408e+27
36359570.0,1.0130465667572622e+33,2.3023446350948787e+27
36369570.0,1.0135767330853568e+33,2.3007129467314923e+27
36379570.0,1.0141069100035904e+33,2.299082166599414e+27
36389570.0,1.0146370973895961e+33,2.297452294505974e+27
36399570.0,1.015167295121061e+33,2.2958233302581004e+27
36409570.0,1.0156975030757262e+33,2.29419527366232e+27
36419570.0,1.0162277211313874e+33,2.292568124524759e+27
36429570.0,1.0167579491658944e+33,2.2909418826511438e+27
36439570.0,1.0172881870571512e+33,2.2893165478468017e+27
36449570.0,1.0178184346831167e+33,2.2876921199166615e+27
36459570.0,1.0183486919218036e+33,2.2860685986652544e+27
36469570.0,1.0188789586512795e+33,2.284445983896714e+27
36479570.0,1.0194092347496663e+33,2.282824275414778e+27
36489570.0,1.0199395200951406e+33,2.2812034730227883e+27
36499570.0,1.0204698145659337e+33,2.2795835765236913e+27
36509570.0,1.0210001180403314e+33,2.2779645857200394e+27
36519570.0,1.0215304303966744e+33,2.2763465004139912e+27
36529570.0,1.022060751513358e+33,2.2747293204073123e+27
36539570.0,1.0225910812688322e+33,2.2731130455013761e+27
36549570.0,1.0231214195416023e+33,2.271497675497164e+27
36559570.0,1.0236517662102281e+33,2.269883210195267e+27
36569570.0,1.0241821211533244e+33,2.268269649395885e+27
36579570.0,1.024712484249561e+33,2.2666569928988292e+27
36589570.0,1.0252428553776631e+33,2.2650452405035212e+27
36599570.0,1.0257732344164105e+33,2.2634343920089947e+27
36609570.0,1.0263036212446382e+33,2.2618244472138956e+27
36619570.0,1.0268340157412365e+33,2.260215405916483e+27
36629570.0,1.0273644177851511e+33,2.25860726791463e+27
36639570.0,1.0278948272553826e+33,2.257000033005824e+27
36649570.0,1.0284252440309871e+33,2.2553937009871672e+27
36659570.0,1.0289556679910761e+33,2.253788271655378e+27
36669570.0,1.0294860990148163e+33,2.2521837448067914e+27
36679570.0,1.03001653698143e+33,2.2505801202373592e+27
36689570.0,1.0305469817701952e+33,2.2489773977426515e+27
36699570.0,1.0310774332604449e+33,2.2473755771178564e+27
36709570.0,1.031607891331568e+33,2.2457746581577814e+27
36719570.0,1.0321383558630092e+33,2.244174640656854e+27
36729570.0,1.0326688267342686e+33,2.242575524409122e+27
36739570.0,1.033199303824902e+33,2.2409773092082544e+27
36749570.0,1.0337297870145211e+33,2.2393799948475425e+27
36759570.0,1.0342602761827933e+33,2.2377835811198997e+27
36769570.0,1.0347907712094419e+33,2.2361880678178628e+27
36779570.0,1.035321271974246e+33,2.2345934547335926e+27
36789570.0,1.0358517783570407e+33,2.232999741658874e+27
36799570.0,1.0363822902377171e+33,2.231406928385118e+27
36809570.0,1.0369128074962223e+33,2.2298150147033606e+27
36819570.0,1.0374433300125593e+33,2.2282240004042649e+27
36829570.0,1.0379738576667877e+33,2.2266338852781208e+27
36839570.0,1.0385043903390225e+33,2.225044669114847e+27
36849570.0,1.0390349279094356e+33,2.2234563517039895e+27
36859570.0,1.0395654702582546e+33,2.2218689328347247e+27
36869570.0,1.0400960172657637e+33,2.2202824122958585e+27
36879570.0,1.0406265688123033e+33,2.218696789875827e+27
36889570.0,1.0411571247782701e+33,2.217112065362698e+27
36899570.0,1.0416876850441174e+33,2.2155282385441712e+27
36909570.0,1.0422182494903547e+33,2.2139453092075785e+27
36919570.0,1.0427488179975483e+33,2.2123632771398854e+27
36929570.0,1.0432793904463207e+33,2.2107821421276912e+27
36939570.0,1.0438099667173513e+33,2.20920190395723e+27
36949570.0,1.0443405466913758e+33,2.2076225624143707e+27
36959570.0,1.0448711302491867e+33,2.2060441172846181e+27
36969570.0,1.0454017172716331e+33,2.204466568353114e+27
36979570.0,1.0459323076396213e+33,2.2028899154046373e+27
36989570.0,1.0464629012341138e+33,2.2013141582236045e+27
36999570.0,1.04699349793613e+33,2.1997392965940707e+27
37009570.0,1.0475240976267466e+33,2.1981653302997303e+27
37019570.0,1.0480547001870967e+33,2.1965922591239177e+27
37029570.0,1.0485853054983708e+33,2.1950200828496075e+27
37039570.0,1.049115913441816e+33,2.1934488012594157e+27
37049570.0,1.0496465238987368e+33,2.1918784141356004e+27
37059570.0,1.0501771367504945e+33,2.1903089212600615e+27
37069570.0,1.0507077518785074e+33,2.1887403224143425e+27
37079570.0,1.0512383691642515e+33,2.1871726173796309e+27
37089570.0,1.0517689884892593e+33,2.1856058059367583e+27
37099570.0,1.052299609735121e+33,2.1840398878662017e+27
37109570.0,1.0528302327834841e+33,2.1824748629480836e+27
37119570.0,1.0533608575160532e+33,2.180910730962173e+27
37129570.0,1.0538914838145903e+33,2.1793474916878865e+27
37139570.0,1.0544221115609149e+33,2.1777851449042875e+27
37149570.0,1.0549527406369038e+33,2.1762236903900887e+27
37159570.0,1.0554833709244914e+33,2.1746631279236513e+27
37169570.0,1.0560140023056695e+33,2.1731034572829864e+27
37179570.0,1.0565446346624878e+33,2.1715446782457554e+27
37189570.0,1.057075267877053e+33,2.169986790589271e+27
37199570.0,1.0576059018315298e+33,2.168429794090497e+27
37209570.0,1.0581365364081409e+33,2.1668736885260502e+27
37219570.0,1.0586671714891661e+33,2.1653184736721998e+27
37229570.0,1.0591978069569433e+33,2.163764149304869e+27
37239570.0,1.0597284426938681e+33,2.1622107151996348e+27
37249570.0,1.060259078582394e+33,2.16065817113173e+27
37259570.0,1.0607897145050323e+33,2.1591065168760418e+27
37269570.0,1.0613203503443523e+33,2.1575557522071145e+27
37279570.0,1.0618509859829812e+33,2.156005876899149e+27
37289570.0,1.0623816213036041e+33,2.1544568907260037e+27
37299570.0,1.0629122561889644e+33,2.152908793461195e+27
37309570.0,1.0634428905218633e+33,2.1513615848778985e+27
37319570.0,1.0639735241851602e+33,2.1498152647489489e+27
37329570.0,1.0645041570617726e+33,2.148269832846841e+27
37339570.0,1.0650347890346765e+33,2.1467252889437304e+27
37349570.0,1.0655654199869056e+33,2.1451816328114344e+27
37359570.0,1.0660960498015523e+33,2.1436388642214318e+27
37369570.0,1.066626678361767e+33,2.1420969829448646e+27
37379570.0,1.0671573055507587e+33,2.140555988752538e+27
37389570.0,1.0676879312517945e+33,2.1390158814149207e+27
37399570.0,1.0682185553482003e+33,2.1374766607021462e+27
37409570.0,1.0687491777233599e+33,2.135938326384014e+27
37419570.0,1.0692797982607161e+33,2.1344008782299885e+27
37429570.0,1.06981041684377e+33,2.132864316009201e+27
37439570.0,1.0703410333560815e+33,2.13132863949045e+27
37449570.0,1.0708716476812685e+33,2.1297938484422019e+27
37459570.0,1.0714022597030081e+33,2.1282599426325913e+27
37469570.0,1.071932869305036e+33,2.1267269218294222e+27
37479570.0,1.0724634763711465e+33,2.125194785800168e+27
37489570.0,1.0729940807851926e+33,2.123663534311973e+27
37499570.0,1.0735246824310863e+33,2.122133167131652e+27
37509570.0,1.0740552811927983e+33,2.1206036840256912e+27
37519570.0,1.074585876954358e+33,2.11907508476025e+27
37529570.0,1.075116469599854e+33,2.11754736910116e+27
37539570.0,1.0756470590134337e+33,2.1160205368139264e+27
37549570.0,1.0761776450793034e+33,2.114494587663729e+27
37559570.0,1.0767082276817284e+33,2.1129695214154218e+27
37569570.0,1.0772388067050332e+33,2.1114453378335349e+27
37579570.0,1.0777693820336013e+33,2.109922036682274e+27
37589570.0,1.0782999535518753e+33,2.1083996177255222e+27
37599570.0,1.078830521144357e+33,2.106878080726839e+27
37609570.0,1.0793610846956073e+33,2.1053574254494623e+27
37619570.0,1.0798916440902462e+33,2.1038376516563093e+27
37629570.0,1.0804221992129535e+33,2.1023187591099755e+27
37639570.0,1.0809527499484677e+33,2.1008007475727366e+27
37649570.0,1.0814832961815869e+33,2.0992836168065488e+27
37659570.0,1.0820138377971685e+33,2.0977673665730498e+27
37669570.0,1.0825443746801293e+33,2.0962519966335586e+27
37679570.0,1.0830749067154458e+33,2.094737506749077e+27
37689570.0,1.0836054337881535e+33,2.0932238966802893e+27
37699570.0,1.0841359557833477e+33,2.091711166187564e+27
37709570.0,1.0846664725861833e+33,2.0901993150309538e+27
37719570.0,1.0851969840818746e+33,2.0886883429701962e+27
37729570.0,1.0857274901556955e+33,2.087178249764714e+27
37739570.0,1.0862579906929797e+33,2.085669035173617e+27
37749570.0,1.0867884855791205e+33,2.0841606989557005e+27
37759570.0,1.0873189746995708e+33,2.0826532408694485e+27
37769570.0,1.0878494579398437e+33,2.0811466606730323e+27
37779570.0,1.0883799351855115e+33,2.079640958124312e+27
37789570.0,1.0889104063222065e+33,2.0781361329808373e+27
37799570.0,1.0894408712356212e+33,2.0766321849998476e+27
37809570.0,1.0899713298115076e+33,2.0751291139382725e+27
37819570.0,1.0905017819356777e+33,2.0736269195527335e+27
37829570.0,1.0910322274940036e+33,2.0721256015995434e+27
37839570.0,1.0915626663724171e+33,2.0706251598347073e+27
37849570.0,1.0920930984569104e+33,2.069125594013924e+27
37859570.0,1.0926235236335355e+33,2.067626903892585e+27
37869570.0,1.0931539417884046e+33,2.0661290892257768e+27
37879570.0,1.0936843528076899e+33,2.0646321497682808e+27
37889570.0,1.0942147565776239e+33,2.0631360852745734e+27
37899570.0,1.0947451529844991e+33,2.0616408954988274e+27
37909570.0,1.0952755419146686e+33,2.0601465801949123e+27
37919570.0,1.0958059232545454e+33,2.0586531391163953e+27
37929570.0,1.0963362968906027e+33,2.057160572016541e+27
37939570.0,1.0968666627093744e+33,2.0556688786483133e+27
37949570.0,1.0973970205974546e+33,2.0541780587643746e+27
37959570.0,1.0979273704414977e+33,2.0526881121170874e+27
37969570.0,1.0984577121282187e+33,2.051199038458515e+27
37979570.0,1.0989880455443927e+33,2.0497108375404214e+27
37989570.0,1.0995183705768557e+33,2.0482235091142724e+27
37999570.0,1.100048687112504e+33,2.046737052931236e+27
38009570.0,1.1005789950382944e+33,2.045251468742183e+27
38019570.0,1.1011092942412446e+33,2.043766756297688e+27
38029570.0,1.1016395846084326e+33,2.0422829153480297e+27
38039570.0,1.102169866026997e+33,2.0407999456431914e+27
38049570.0,1.1027001383841372e+33,2.0393178469328615e+27
38059570.0,1.1032304015671136e+33,2.037836618966435e+27
38069570.0,1.1037606554632468e+33,2.036356261493013e+27
38079570.0,1.1042908999599186e+33,2.034876774261404e+27
38089570.0,1.1048211349445713e+33,2.033398157020124e+27
38099570.0,1.1053513603047083e+33,2.031920409517398e+27
38109570.0,1.1058815759278938e+33,2.0304435315011592e+27
38119570.0,1.1064117817017527e+33,2.0289675227190512e+27
38129570.0,1.106941977513971e+33,2.0274923829184274e+27
38139570.0,1.1074721632522958e+33,2.026018111846352e+27
38149570.0,1.1080023388045348e+33,2.0245447092496006e+27
38159570.0,1.108532504058557e+33,2.0230721748746614e+27
38169570.0,1.1090626589022925e+33,2.0216005084677347e+27
38179570.0,1.1095928032237325e+33,2.0201297097747342e+27
38189570.0,1.110122936910929e+33,2.0186597785412876e+27
38199570.0,1.1106530598519956e+33,2.017190714512737e+27
38209570.0,1.1111831719351065e+33,2.015722517434139e+27
38219570.0,1.1117132730484977e+33,2.0142551870502671e+27
38229570.0,1.1122433630804662e+33,2.01278872310561e+27
38239570.0,1.1127734419193702e+33,2.0113231253443736e+27
38249570.0,1.1133035094536292e+33,2.0098583935104815e+27
38259570.0,1.113833565571724e+33,2.008394527347575e+27
38269570.0,1.114363610162197e+33,2.0069315265990145e+27
38279570.0,1.1148936431136519e+33,2.0054693910078794e+27
38289570.0,1.1154236643147535e+33,2.004008120316969e+27
38299570.0,1.1159536736542285e+33,2.0025477142688032e+27
38309570.0,1.1164836710208648e+33,2.001088172605623e+27
38319570.0,1.1170136563035118e+33,1.9996294950693906e+27
38329570.0,1.1175436293910806e+33,1.9981716814017913e+27
38339570.0,1.1180735901725437e+33,1.9967147313442328e+27
38349570.0,1.1186035385369353e+33,1.9952586446378463e+27
38359570.0,1.1191334743733513e+33,1.9938034210234868e+27
38369570.0,1.1196633975709491e+33,1.9923490602417346e+27
38379570.0,1.1201933080189476e+33,1.9908955620328948e+27
38389570.0,1.120723205606628e+33,1.9894429261369983e+27
38399570.0,1.1212530902233326e+33,1.987991152293803e+27
38409570.0,1.121782961758466e+33,1.986540240242793e+27
38419570.0,1.1223128201014942e+33,1.9850901897231807e+27
38429570.0,1.1228426651419452e+33,1.9836410004739064e+27
38439570.0,1.1233724967694089e+33,1.9821926722336393e+27
38449570.0,1.123902314873537e+33,1.9807452047407782e+27
38459570.0,1.124432119344043e+33,1.9792985977334515e+27
38469570.0,1.1249619100707025e+33,1.9778528509495185e+27
38479570.0,1.125491686943353e+33,1.9764079641265697e+27
38489570.0,1.1260214498518943e+33,1.9749639370019272e+27
38499570.0,1.1265511986862876e+33,1.9735207693126453e+27
38509570.0,1.1270809333365568e+33,1.972078460795512e+27
38519570.0,1.1276106536927874e+33,1.970637011187048e+27
38529570.0,1.1281403596451272e+33,1.9691964202235082e+27
38539570.0,1.128670051083786e+33,1.967756687640883e+27
38549570.0,1.1291997278990362e+33,1.9663178131748971e+27
38559570.0,1.1297293899812119e+33,1.9648797965610117e+27
38569570.0,1.1302590372207096e+33,1.9634426375344244e+27
38579570.0,1.130788669507988e+33,1.9620063358300698e+27
38589570.0,1.1313182867335683e+33,1.9605708911826201e+27
38599570.0,1.1318478887880336e+33,1.9591363033264858e+27
38609570.0,1.1323774755620295e+33,1.957702571995816e+27
38619570.0,1.1329070469462641e+33,1.9562696969244994e+27
