r,m,P
105169570.0,2.81544799310944e+33,3.1079591079141194e+24
105179570.0,2.815482515324634e+33,3.1037401837356243e+24
105189570.0,2.815517010881037e+33,3.09952606877051e+24
105199570.0,2.815551479792215e+33,3.0953167582822206e+24
105209570.0,2.8155859220717306e+33,3.091112247538476e+24
105219570.0,2.815620337733142e+33,3.086912531811268e+24
105229570.0,2.8156547267900035e+33,3.082717606376855e+24
105239570.0,2.815689089255864e+33,3.0785274665157606e+24
105249570.0,2.81572342514427e+33,3.074342107512768e+24
105259570.0,2.8157577344687613e+33,3.070161524656918e+24
105269570.0,2.815792017242875e+33,3.065985713241504e+24
105279570.0,2.815826273480144e+33,3.0618146685640676e+24
105289570.0,2.815860503194096e+33,3.057648385926397e+24
105299570.0,2.8158947063982547e+33,3.053486860634523e+24
105309570.0,2.8159288831061404e+33,3.0493300879987135e+24
105319570.0,2.8159630333312676e+33,3.045178063333471e+24
105329570.0,2.815997157087148e+33,3.041030781957529e+24
105339570.0,2.8160312543872877e+33,3.036888239193849e+24
105349570.0,2.81606532524519e+33,3.0327504303696146e+24
105359570.0,2.816099369674353e+33,3.0286173508162303e+24
105369570.0,2.81613338768827e+33,3.0244889958693163e+24
105379570.0,2.816167379300431e+33,3.0203653608687053e+24
105389570.0,2.816201344524321e+33,3.0162464411584397e+24
105399570.0,2.8162352833734215e+33,3.0121322320867655e+24
105409570.0,2.816269195861209e+33,3.0080227290061313e+24
105419570.0,2.8163030820011565e+33,3.0039179272731835e+24
105429570.0,2.816336941806732e+33,2.9998178222487626e+24
105439570.0,2.8163707752914e+33,2.9957224092979e+24
105449570.0,2.816404582468619e+33,2.9916316837898133e+24
105459570.0,2.8164383633518455e+33,2.9875456410979037e+24
105469570.0,2.8164721179545305e+33,2.9834642765997524e+24
105479570.0,2.816505846290121e+33,2.979387585677117e+24
105489570.0,2.8165395483720587e+33,2.975315563715926e+24
105499570.0,2.8165732242137833e+33,2.971248206106278e+24
105509570.0,2.816606873828728e+33,2.967185508242437e+24
105519570.0,2.816640497230323e+33,2.963127465522827e+24
105529570.0,2.816674094431994e+33,2.959074073350032e+24
105539570.0,2.816707665447162e+33,2.955025327130788e+24
105549570.0,2.816741210289244e+33,2.9509812222759834e+24
105559570.0,2.816774728971653e+33,2.9469417542006527e+24
105569570.0,2.816808221507798e+33,2.942906918323975e+24
105579570.0,2.816841687911082e+33,2.938876710069268e+24
105589570.0,2.8168751281949063e+33,2.934851124863987e+24
105599570.0,2.816908542372666e+33,2.9308301581397183e+24
105609570.0,2.816941930457752e+33,2.9268138053321786e+24
105619570.0,2.816975292463553e+33,2.92280206188121e+24
105629570.0,2.8170086284034503e+33,2.918794923230775e+24
105639570.0,2.817041938290824e+33,2.914792384828957e+24
105649570.0,2.817075222139047e+33,2.910794442127953e+24
105659570.0,2.8171084799614915e+33,2.9068010905840696e+24
105669570.0,2.817141711771522e+33,2.902812325657723e+24
105679570.0,2.8171749175825003e+33,2.898828142813433e+24
105689570.0,2.8172080974077843e+33,2.894848537519819e+24
105699570.0,2.8172412512607266e+33,2.8908735052495984e+24
105709570.0,2.817274379154677e+33,2.886903041479581e+24
105719570.0,2.8173074811029793e+33,2.8829371416906675e+24
105729570.0,2.817340557118974e+33,2.878975801367843e+24
105739570.0,2.8173736072159976e+33,2.875019016000177e+24
105749570.0,2.817406631407382e+33,2.871066781080817e+24
105759570.0,2.817439629706455e+33,2.8671190921069865e+24
105769570.0,2.81747260212654e+33,2.8631759445799815e+24
105779570.0,2.817505548680956e+33,2.859237334005165e+24
105789570.0,2.8175384693830176e+33,2.855303255891966e+24
105799570.0,2.817571364246036e+33,2.8513737057538753e+24
105809570.0,2.8176042332833175e+33,2.84744867910844e+24
105819570.0,2.817637076508164e+33,2.8435281714772636e+24
105829570.0,2.817669893933874e+33,2.8396121783859984e+24
105839570.0,2.817702685573741e+33,2.835700695364345e+24
105849570.0,2.817735451441054e+33,2.8317937179460473e+24
105859570.0,2.817768191549099e+33,2.8278912416688905e+24
105869570.0,2.817800905911157e+33,2.823993262074695e+24
105879570.0,2.817833594540504e+33,2.820099774709315e+24
105889570.0,2.8178662574504137e+33,2.8162107751226347e+24
105899570.0,2.8178988946541537e+33,2.812326258868565e+24
105909570.0,2.817931506164988e+33,2.8084462215050375e+24
105919570.0,2.817964091996176e+33,2.804570658594005e+24
105929570.0,2.817996652160974e+33,2.800699565701435e+24
105939570.0,2.818029186672633e+33,2.7968329383973076e+24
105949570.0,2.8180616955444004e+33,2.792970772255611e+24
105959570.0,2.818094178789519e+33,2.7891130628543396e+24
105969570.0,2.818126636421227e+33,2.785259805775489e+24
105979570.0,2.81815906845276e+33,2.781410996605052e+24
105989570.0,2.818191474897347e+33,2.777566630933018e+24
105999570.0,2.818223855768214e+33,2.7737267043533665e+24
106009570.0,2.818256211078583e+33,2.769891212464065e+24
106019570.0,2.818288540841672e+33,2.766060150867066e+24
106029570.0,2.818320845070694e+33,2.762233515168302e+24
106039570.0,2.818353123778858e+33,2.758411300977683e+24
106049570.0,2.818385376979369e+33,2.7545935039090933e+24
106059570.0,2.818417604685427e+33,2.7507801195803877e+24
106069570.0,2.8184498069102294e+33,2.7469711436133876e+24
106079570.0,2.8184819836669673e+33,2.743166571633879e+24
106089570.0,2.818514134968829e+33,2.7393663992716065e+24
106099570.0,2.818546260828999e+33,2.7355706221602726e+24
106109570.0,2.818578361260656e+33,2.731779235937532e+24
106119570.0,2.8186104362769757e+33,2.72799223624499e+24
106129570.0,2.8186424858911286e+33,2.7242096187281986e+24
106139570.0,2.818674510116282e+33,2.7204313790366515e+24
106149570.0,2.818706508965599e+33,2.716657512823783e+24
106159570.0,2.818738482452237e+33,2.7128880157469626e+24
106169570.0,2.818770430589351e+33,2.709122883467493e+24
106179570.0,2.8188023533900905e+33,2.7053621116506054e+24
106189570.0,2.8188342508676017e+33,2.7016056959654574e+24
106199570.0,2.818866123035026e+33,2.697853632085129e+24
106209570.0,2.8188979699055006e+33,2.694105915686619e+24
106219570.0,2.818929791492159e+33,2.690362542450842e+24
106229570.0,2.8189615878081297e+33,2.686623508062624e+24
106239570.0,2.8189933588665377e+33,2.6828888082107e+24
106249570.0,2.819025104680503e+33,2.6791584385877106e+24
106259570.0,2.819056825263143e+33,2.675432394890198e+24
106269570.0,2.819088520627569e+33,2.6717106728186033e+24
106279570.0,2.8191201907868886e+33,2.6679932680772623e+24
106289570.0,2.8191518357542066e+33,2.664280176374403e+24
106299570.0,2.8191834555426216e+33,2.6605713934221404e+24
106309570.0,2.819215050165229e+33,2.656866914936476e+24
106319570.0,2.819246619635121e+33,2.653166736637293e+24
106329570.0,2.8192781639653825e+33,2.649470854248351e+24
106339570.0,2.819309683169098e+33,2.645779263497286e+24
106349570.0,2.819341177259345e+33,2.642091960115605e+24
106359570.0,2.8193726462491976e+33,2.638408939838683e+24
106369570.0,2.8194040901517264e+33,2.6347301984057595e+24
106379570.0,2.819435508979997e+33,2.631055731559935e+24
106389570.0,2.819466902747072e+33,2.627385535048169e+24
106399570.0,2.819498271466008e+33,2.623719604621275e+24
106409570.0,2.8195296151498587e+33,2.620057936033917e+24
106419570.0,2.8195609338116727e+33,2.6164005250446084e+24
106429570.0,2.819592227464495e+33,2.612747367415706e+24
106439570.0,2.819623496121367e+33,2.609098458913408e+24
106449570.0,2.8196547397953246e+33,2.605453795307751e+24
106459570.0,2.8196859584994005e+33,2.601813372372605e+24
106469570.0,2.8197171522466226e+33,2.5981771858856717e+24
106479570.0,2.819748321050015e+33,2.594545231628481e+24
106489570.0,2.819779464922597e+33,2.590917505386387e+24
106499570.0,2.819810583877385e+33,2.587294002948565e+24
106509570.0,2.81984167792739e+33,2.583674720108007e+24
106519570.0,2.819872747085619e+33,2.5800596526615216e+24
106529570.0,2.8199037913650756e+33,2.5764487964097267e+24
106539570.0,2.819934810778758e+33,2.572842147157049e+24
106549570.0,2.819965805339661e+33,2.5692397007117183e+24
106559570.0,2.8199967750607757e+33,2.565641452885768e+24
106569570.0,2.8200277199550873e+33,2.562047399495028e+24
106579570.0,2.820058640035579e+33,2.5584575363591223e+24
106589570.0,2.820089535315228e+33,2.554871859301467e+24
106599570.0,2.820120405807009e+33,2.5512903641492664e+24
106609570.0,2.82015125152389e+33,2.547713046733508e+24
106619570.0,2.8201820724788377e+33,2.544139902888962e+24
106629570.0,2.820212868684813e+33,2.540570928454176e+24
106639570.0,2.820243640154773e+33,2.5370061192714735e+24
106649570.0,2.8202743869016703e+33,2.5334454711869475e+24
106659570.0,2.8203051089384537e+33,2.5298889800504607e+24
106669570.0,2.820335806278068e+33,2.5263366417156405e+24
106679570.0,2.820366478933453e+33,2.5227884520398755e+24
106689570.0,2.820397126917545e+33,2.519244406884313e+24
106699570.0,2.820427750243277e+33,2.515704502113855e+24
106709570.0,2.8204583489235754e+33,2.512168733597156e+24
106719570.0,2.820488922971365e+33,2.508637097206618e+24
106729570.0,2.820519472399565e+33,2.505109588818389e+24
106739570.0,2.82054999722109e+33,2.501586204312359e+24
106749570.0,2.820580497448852e+33,2.498066939572156e+24
106759570.0,2.8206109730957576e+33,2.4945517904851445e+24
106769570.0,2.82064142417471e+33,2.4910407529424203e+24
106779570.0,2.8206718506986076e+33,2.487533822838808e+24
106789570.0,2.820702252680345e+33,2.4840309960728594e+24
106799570.0,2.8207326301328126e+33,2.480532268546847e+24
106809570.0,2.820762983068896e+33,2.4770376361667634e+24
106819570.0,2.8207933115014784e+33,2.473547094842317e+24
106829570.0,2.820823615443437e+33,2.4700606404869294e+24
106839570.0,2.820853894907645e+33,2.466578269017731e+24
106849570.0,2.8208841499069726e+33,2.463099976355558e+24
106859570.0,2.820914380454285e+33,2.459625758424951e+24
106869570.0,2.820944586562444e+33,2.4561556111541494e+24
106879570.0,2.820974768244306e+33,2.4526895304750895e+24
106889570.0,2.821004925512724e+33,2.4492275123234005e+24
106899570.0,2.821035058380547e+33,2.4457695526384024e+24
106909570.0,2.821065166860619e+33,2.442315647363101e+24
106919570.0,2.8210952509657807e+33,2.438865792444187e+24
106929570.0,2.821125310708869e+33,2.435419983832031e+24
106939570.0,2.8211553461027156e+33,2.4319782174806805e+24
106949570.0,2.8211853571601486e+33,2.4285404893478583e+24
106959570.0,2.821215343893992e+33,2.4251067953949566e+24
106969570.0,2.8212453063170656e+33,2.4216771315870357e+24
106979570.0,2.821275244442185e+33,2.4182514938928203e+24
106989570.0,2.821305158282161e+33,2.4148298782846966e+24
106999570.0,2.821335047849801e+33,2.4114122807387087e+24
107009570.0,2.821364913157909e+33,2.4079986972345554e+24
107019570.0,2.821394754219283e+33,2.4045891237555872e+24
107029570.0,2.821424571046718e+33,2.4011835562888035e+24
107039570.0,2.8214543636530055e+33,2.3977819908248484e+24
107049570.0,2.821484132050931e+33,2.3943844233580084e+24
107059570.0,2.821513876253278e+33,2.3909908498862087e+24
107069570.0,2.8215435962728234e+33,2.3876012664110104e+24
107079570.0,2.8215732921223425e+33,2.3842156689376072e+24
107089570.0,2.8216029638146046e+33,2.3808340534748225e+24
107099570.0,2.821632611362376e+33,2.3774564160351053e+24
107109570.0,2.821662234778418e+33,2.3740827526345282e+24
107119570.0,2.821691834075489e+33,2.3707130592927833e+24
107129570.0,2.821721409266342e+33,2.3673473320331797e+24
107139570.0,2.821750960363726e+33,2.3639855668826402e+24
107149570.0,2.8217804873803865e+33,2.360627759871698e+24
107159570.0,2.821809990329065e+33,2.357273907034493e+24
107169570.0,2.821839469222498e+33,2.3539240044087703e+24
107179570.0,2.8218689240734183e+33,2.3505780480358752e+24
107189570.0,2.8218983548945544e+33,2.347236033960751e+24
107199570.0,2.821927761698631e+33,2.3438979582319363e+24
107209570.0,2.8219571444983687e+33,2.3405638169015602e+24
107219570.0,2.821986503306483e+33,2.337233606025341e+24
107229570.0,2.822015838135687e+33,2.3339073216625818e+24
107239570.0,2.822045148998689e+33,2.3305849598761686e+24
107249570.0,2.8220744359081915e+33,2.3272665167325658e+24
107259570.0,2.822103698876895e+33,2.323951988301814e+24
107269570.0,2.822132937917496e+33,2.3206413706575262e+24
107279570.0,2.822162153042685e+33,2.3173346598768858e+24
107289570.0,2.8221913442651495e+33,2.3140318520406423e+24
107299570.0,2.822220511597573e+33,2.3107329432331088e+24
107309570.0,2.822249655052635e+33,2.3074379295421586e+24
107319570.0,2.8222787746430105e+33,2.3041468070592222e+24
107329570.0,2.82230787038137e+33,2.300859571879284e+24
107339570.0,2.8223369422803806e+33,2.2975762201008804e+24
107349570.0,2.822365990352705e+33,2.2942967478260944e+24
107359570.0,2.822395014611002e+33,2.2910211511605548e+24
107369570.0,2.822424015067926e+33,2.2877494262134315e+24
107379570.0,2.822452991736127e+33,2.2844815690974336e+24
107389570.0,2.822481944628252e+33,2.2812175759288052e+24
107399570.0,2.8225108737569424e+33,2.2779574428273234e+24
107409570.0,2.8225397791348365e+33,2.2747011659162938e+24
107419570.0,2.8225686607745686e+33,2.271448741322549e+24
107429570.0,2.822597518688768e+33,2.268200165176445e+24
107439570.0,2.82262635289006e+33,2.2649554336118573e+24
107449570.0,2.8226551633910675e+33,2.2617145427661786e+24
107459570.0,2.822683950204407e+33,2.2584774887803156e+24
107469570.0,2.822712713342693e+33,2.255244267798686e+24
107479570.0,2.8227414528185336e+33,2.2520148759692154e+24
107489570.0,2.8227701686445346e+33,2.248789309443334e+24
107499570.0,2.822798860833297e+33,2.2455675643759736e+24
107509570.0,2.822827529397417e+33,2.242349636925565e+24
107519570.0,2.822856174349489e+33,2.2391355232540344e+24
107529570.0,2.8228847957021e+33,2.2359252195268007e+24
107539570.0,2.822913393467836e+33,2.2327187219127718e+24
107549570.0,2.8229419676592774e+33,2.2295160265843428e+24
107559570.0,2.822970518289001e+33,2.2263171297173914e+24
107569570.0,2.8229990453695777e+33,2.2231220274912762e+24
107579570.0,2.8230275489135775e+33,2.2199307160888332e+24
107589570.0,2.8230560289335635e+33,2.2167431916963718e+24
107599570.0,2.823084485442096e+33,2.2135594505036737e+24
107609570.0,2.823112918451732e+33,2.2103794887039881e+24
107619570.0,2.8231413279750224e+33,2.20720330249403e+24
107629570.0,2.8231697140245155e+33,2.2040308880739756e+24
107639570.0,2.823198076612755e+33,2.2008622416474612e+24
107649570.0,2.82322641575228e+33,2.1976973594215786e+24
107659570.0,2.823254731455626e+33,2.1945362376068728e+24
107669570.0,2.823283023735326e+33,2.1913788724173389e+24
107679570.0,2.823311292603906e+33,2.188225260070419e+24
107689570.0,2.823339538073889e+33,2.1850753967869993e+24
107699570.0,2.8233677601577954e+33,2.181929278791407e+24
107709570.0,2.82339595886814e+33,2.1787869023114068e+24
107719570.0,2.823424134217433e+33,2.1756482635781995e+24
107729570.0,2.823452286218183e+33,2.172513358826417e+24
107739570.0,2.823480414882891e+33,2.1693821842941202e+24
107749570.0,2.823508520224057e+33,2.1662547362227964e+24
107759570.0,2.823536602254175e+33,2.1631310108573558e+24
107769570.0,2.8235646609857367e+33,2.1600110044461288e+24
107779570.0,2.823592696431228e+33,2.1568947132408622e+24
107789570.0,2.823620708603131e+33,2.1537821334967173e+24
107799570.0,2.823648697513925e+33,2.1506732614722666e+24
107809570.0,2.823676663176084e+33,2.14756809342949e+24
107819570.0,2.8237046056020775e+33,2.1444666256337736e+24
107829570.0,2.8237325248043727e+33,2.1413688543539043e+24
107839570.0,2.823760420795431e+33,2.138274775862069e+24
107849570.0,2.823788293587711e+33,2.1351843864338503e+24
107859570.0,2.823816143193667e+33,2.1320976823482246e+24
107869570.0,2.823843969625748e+33,2.129014659887558e+24
107879570.0,2.8238717728964007e+33,2.1259353153376037e+24
107889570.0,2.823899553018066e+33,2.1228596449875e+24
107899570.0,2.823927310003182e+33,2.1197876451297657e+24
107909570.0,2.823955043864182e+33,2.1167193120602986e+24
107919570.0,2.8239827546134963e+33,2.1136546420783713e+24
107929570.0,2.82401044226355e+33,2.1105936314866295e+24
107939570.0,2.824038106826765e+33,2.107536276591088e+24
107949570.0,2.8240657483155576e+33,2.1044825737011282e+24
107959570.0,2.824093366742342e+33,2.1014325191294957e+24
107969570.0,2.8241209621195266e+33,2.098386109192296e+24
107979570.0,2.8241485344595176e+33,2.095343340208993e+24
107989570.0,2.8241760837747156e+33,2.0923042085024047e+24
107999570.0,2.824203610077518e+33,2.0892687103987015e+24
108009570.0,2.8242311133803173e+33,2.0862368422274027e+24
108019570.0,2.824258593695503e+33,2.0832086003213736e+24
108029570.0,2.82428605103546e+33,2.0801839810168224e+24
108039570.0,2.8243134854125685e+33,2.0771629806532979e+24
108049570.0,2.824340896839206e+33,2.0741455955736857e+24
108059570.0,2.824368285327745e+33,2.0711318221242057e+24
108069570.0,2.824395650890554e+33,2.0681216566544097e+24
108079570.0,2.824422993539997e+33,2.0651150955171774e+24
108089570.0,2.8244503132884363e+33,2.0621121350687144e+24
108099570.0,2.824477610148227e+33,2.059112771668549e+24
108109570.0,2.8245048841317217e+33,2.0561170016795291e+24
108119570.0,2.8245321352512694e+33,2.0531248214678197e+24
108129570.0,2.824559363519214e+33,2.0501362274028995e+24
108139570.0,2.824586568947897e+33,2.047151215857558e+24
108149570.0,2.8246137515496533e+33,2.0441697832078938e+24
108159570.0,2.8246409113368156e+33,2.0411919258333098e+24
108169570.0,2.8246680483217126e+33,2.0382176401165117e+24
108179570.0,2.824695162516668e+33,2.0352469224435045e+24
108189570.0,2.8247222539340014e+33,2.03227976920359e+24
108199570.0,2.82474932258603e+33,2.029316176789364e+24
108209570.0,2.824776368485065e+33,2.026356141596712e+24
108219570.0,2.824803391643415e+33,2.0233996600248087e+24
108229570.0,2.8248303920733837e+33,2.020446728476113e+24
108239570.0,2.824857369787271e+33,2.0174973433563667e+24
108249570.0,2.8248843247973726e+33,2.0145515010745902e+24
108259570.0,2.824911257115981e+33,2.0116091980430808e+24
108269570.0,2.824938166755383e+33,2.0086704306774092e+24
108279570.0,2.824965053727863e+33,2.005735195396417e+24
108289570.0,2.824991918045701e+33,2.0028034886222137e+24
108299570.0,2.8250187597211726e+33,1.999875306780173e+24
108309570.0,2.825045578766549e+33,1.996950646298932e+24
108319570.0,2.8250723751940984e+33,1.9940295036103862e+24
108329570.0,2.8250991490160846e+33,1.9911118751496876e+24
108339570.0,2.8251259002447667e+33,1.9881977573552418e+24
108349570.0,2.8251526288924e+33,1.9852871466687056e+24
108359570.0,2.825179334971237e+33,1.982380039534983e+24
108369570.0,2.825206018493524e+33,1.9794764324022235e+24
108379570.0,2.825232679471506e+33,1.9765763217218186e+24
108389570.0,2.825259317917421e+33,1.9736797039483991e+24
108399570.0,2.825285933843506e+33,1.9707865755398325e+24
108409570.0,2.825312527261991e+33,1.9678969329572196e+24
108419570.0,2.8253390981851045e+33,1.9650107726648926e+24
108429570.0,2.825365646625069e+33,1.962128091130411e+24
108439570.0,2.8253921725941046e+33,1.9592488848245607e+24
108449570.0,2.825418676104426e+33,1.9563731502213487e+24
108459570.0,2.8254451571682444e+33,1.9535008837980018e+24
108469570.0,2.825471615797768e+33,1.950632082034964e+24
108479570.0,2.8254980520052e+33,1.947766741415893e+24
108489570.0,2.8255244658027393e+33,1.9449048584276575e+24
108499570.0,2.825550857202581e+33,1.9420464295603345e+24
108509570.0,2.825577226216916e+33,1.9391914513072066e+24
108519570.0,2.825603572857933e+33,1.936339920164759e+24
108529570.0,2.825629897137814e+33,1.9334918326326766e+24
108539570.0,2.825656199068739e+33,1.9306471852138415e+24
108549570.0,2.825682478662883e+33,1.92780597441433e+24
108559570.0,2.8257087359324164e+33,1.9249681967434096e+24
108569570.0,2.8257349708895074e+33,1.9221338487135373e+24
108579570.0,2.8257611835463185e+33,1.9193029268403552e+24
108589570.0,2.8257873739150096e+33,1.9164754276426884e+24
108599570.0,2.8258135420077354e+33,1.913651347642543e+24
108609570.0,2.825839687836647e+33,1.9108306833651017e+24
108619570.0,2.825865811413892e+33,1.9080134313387227e+24
108629570.0,2.8258919127516135e+33,1.9051995880949358e+24
108639570.0,2.8259179918619504e+33,1.9023891501684398e+24
108649570.0,2.825944048757038e+33,1.8995821140971002e+24
108659570.0,2.8259700834490076e+33,1.8967784764219458e+24
108669570.0,2.825996095949986e+33,1.8939782336871664e+24
108679570.0,2.826022086272097e+33,1.89118138244011e+24
108689570.0,2.826048054427459e+33,1.8883879192312797e+24
108699570.0,2.826074000428188e+33,1.885597840614331e+24
108709570.0,2.826099924286395e+33,1.8828111431460693e+24
108719570.0,2.826125826014186e+33,1.880027823386447e+24
108729570.0,2.826151705623666e+33,1.877247877898561e+24
108739570.0,2.8261775631269334e+33,1.8744713032486494e+24
108749570.0,2.8262033985360834e+33,1.8716980960060888e+24
108759570.0,2.826229211863207e+33,1.8689282527433924e+24
108769570.0,2.8262550031203913e+33,1.8661617700362064e+24
108779570.0,2.82628077231972e+33,1.863398644463307e+24
108789570.0,2.826306519473273e+33,1.860638872606599e+24
108799570.0,2.826332244593125e+33,1.8578824510511113e+24
108809570.0,2.826357947691347e+33,1.855129376384996e+24
108819570.0,2.826383628780006e+33,1.852379645199524e+24
108829570.0,2.8264092878711665e+33,1.8496332540890834e+24
108839570.0,2.826434924976887e+33,1.8468901996511761e+24
108849570.0,2.8264605401092225e+33,1.8441504784864157e+24
108859570.0,2.826486133280225e+33,1.8414140871985239e+24
108869570.0,2.826511704501942e+33,1.8386810223943284e+24
108879570.0,2.826537253786417e+33,1.8359512806837606e+24
108889570.0,2.826562781145689e+33,1.8332248586798517e+24
108899570.0,2.826588286591794e+33,1.8305017529987309e+24
108909570.0,2.8266137701367624e+33,1.827781960259622e+24
108919570.0,2.8266392317926226e+33,1.825065477084842e+24
108929570.0,2.826664671571398e+33,1.8223523000997966e+24
108939570.0,2.826690089485108e+33,1.8196424259329788e+24
108949570.0,2.826715485545768e+33,1.8169358512159655e+24
108959570.0,2.82674085976539e+33,1.8142325725834152e+24
108969570.0,2.826766212155982e+33,1.811532586673065e+24
108979570.0,2.826791542729547e+33,1.8088358901257287e+24
108989570.0,2.826816851498085e+33,1.8061424795852925e+24
108999570.0,2.826842138473592e+33,1.803452351698714e+24
109009570.0,2.826867403668059e+33,1.800765503116018e+24
109019570.0,2.826892647093474e+33,1.7980819304902956e+24
109029570.0,2.826917868761822e+33,1.7954016304776997e+24
109039570.0,2.8269430686850813e+33,1.7927245997374431e+24
109049570.0,2.8269682468752285e+33,1.7900508349317966e+24
109059570.0,2.8269934033442355e+33,1.7873803327260846e+24
109069570.0,2.8270185381040706e+33,1.7847130897886836e+24
109079570.0,2.827043651166697e+33,1.7820491027910197e+24
109089570.0,2.8270687425440756e+33,1.7793883684075652e+24
109099570.0,2.8270938122481623e+33,1.7767308833158363e+24
109109570.0,2.827118860290909e+33,1.77407664419639e+24
109119570.0,2.827143886684264e+33,1.7714256477328226e+24
109129570.0,2.8271688914401717e+33,1.7687778906117653e+24
109139570.0,2.827193874570572e+33,1.766133369522883e+24
109149570.0,2.827218836087402e+33,1.763492081158871e+24
109159570.0,2.827243776002593e+33,1.7608540222154528e+24
109169570.0,2.8272686943280743e+33,1.758219189391376e+24
109179570.0,2.82729359107577e+33,1.755587579388412e+24
109189570.0,2.8273184662576007e+33,1.7529591889113517e+24
109199570.0,2.8273433198854826e+33,1.7503340146680027e+24
109209570.0,2.827368151971329e+33,1.7477120533691875e+24
109219570.0,2.827392962527048e+33,1.7450933017287408e+24
109229570.0,2.8274177515645445e+33,1.7424777564635064e+24
109239570.0,2.8274425190957193e+33,1.7398654142933345e+24
109249570.0,2.8274672651324696e+33,1.73725627194108e+24
109259570.0,2.8274919896866875e+33,1.7346503261325984e+24
109269570.0,2.827516692770262e+33,1.7320475735967444e+24
109279570.0,2.827541374395079e+33,1.7294480110653684e+24
109289570.0,2.827566034573019e+33,1.726851635273315e+24
109299570.0,2.827590673315959e+33,1.724258442958419e+24
109309570.0,2.8276152906357726e+33,1.7216684308615036e+24
109319570.0,2.8276398865443285e+33,1.719081595726378e+24
109329570.0,2.827664461053492e+33,1.7164979342998336e+24
109339570.0,2.827689014175125e+33,1.7139174433316427e+24
109349570.0,2.827713545921085e+33,1.7113401195745556e+24
109359570.0,2.8277380563032246e+33,1.708765959784297e+24
109369570.0,2.8277625453333935e+33,1.706194960719565e+24
109379570.0,2.827787013023438e+33,1.7036271191420266e+24
109389570.0,2.8278114593851995e+33,1.701062431816317e+24
109399570.0,2.827835884430516e+33,1.6985008955100356e+24
109409570.0,2.8278602881712205e+33,1.6959425069937442e+24
109419570.0,2.827884670619144e+33,1.6933872630409639e+24
109429570.0,2.827909031786112e+33,1.6908351604281727e+24
109439570.0,2.827933371683946e+33,1.688286195934803e+24
109449570.0,2.827957690324465e+33,1.685740366343239e+24
109459570.0,2.827981987719483e+33,1.6831976684388137e+24
109469570.0,2.82800626388081e+33,1.680658099009807e+24
109479570.0,2.828030518820252e+33,1.6781216548474424e+24
109489570.0,2.8280547525496126e+33,1.6755883327458853e+24
109499570.0,2.8280789650806895e+33,1.673058129502239e+24
109509570.0,2.8281031564252774e+33,1.670531041916544e+24
109519570.0,2.8281273265951665e+33,1.6680070667917733e+24
109529570.0,2.8281514756021444e+33,1.665486200933832e+24
109539570.0,2.828175603457993e+33,1.6629684411515528e+24
109549570.0,2.828199710174492e+33,1.660453784256695e+24
109559570.0,2.828223795763416e+33,1.657942227063941e+24
109569570.0,2.8282478602365356e+33,1.6554337663908937e+24
109579570.0,2.8282719036056193e+33,1.6529283990580745e+24
109589570.0,2.8282959258824295e+33,1.6504261218889202e+24
109599570.0,2.8283199270787253e+33,1.647926931709781e+24
109609570.0,2.828343907206263e+33,1.6454308253499168e+24
109619570.0,2.828367866276793e+33,1.6429377996414963e+24
109629570.0,2.828391804302063e+33,1.6404478514195935e+24
109639570.0,2.8284157212938174e+33,1.6379609775221847e+24
109649570.0,2.828439617263796e+33,1.635477174790147e+24
109659570.0,2.828463492223734e+33,1.632996440067255e+24
109669570.0,2.8284873461853645e+33,1.6305187702001788e+24
109679570.0,2.828511179160414e+33,1.6280441620384806e+24
109689570.0,2.828534991160608e+33,1.6255726124346133e+24
109699570.0,2.828558782197666e+33,1.6231041182439172e+24
109709570.0,2.828582552283305e+33,1.620638676324617e+24
109719570.0,2.828606301429237e+33,1.618176283537821e+24
109729570.0,2.82863002964717e+33,1.6157169367475167e+24
109739570.0,2.82865373694881e+33,1.6132606328205693e+24
109749570.0,2.828677423345857e+33,1.610807368626719e+24
109759570.0,2.8287010888500075e+33,1.6083571410385777e+24
109769570.0,2.828724733472955e+33,1.6059099469316283e+24
109779570.0,2.828748357226389e+33,1.60346578318422e+24
109789570.0,2.828771960121993e+33,1.6010246466775678e+24
109799570.0,2.8287955421714504e+33,1.5985865342957478e+24
109809570.0,2.828819103386437e+33,1.5961514429256968e+24
109819570.0,2.828842643778627e+33,1.5937193694572088e+24
109829570.0,2.82886616335969e+33,1.591290310782932e+24
109839570.0,2.828889662141292e+33,1.5888642637983675e+24
109849570.0,2.8289131401350936e+33,1.5864412254018657e+24
109859570.0,2.828936597352754e+33,1.5840211924946243e+24
109869570.0,2.8289600338059274e+33,1.581604161980686e+24
109879570.0,2.8289834495062626e+33,1.5791901307669354e+24
109889570.0,2.829006844465407e+33,1.576779095763097e+24
109899570.0,2.829030218695002e+33,1.5743710538817326e+24
109909570.0,2.8290535722066875e+33,1.5719660020382384e+24
109919570.0,2.8290769050120975e+33,1.5695639371508433e+24
109929570.0,2.829100217122862e+33,1.5671648561406058e+24
109939570.0,2.829123508550609e+33,1.5647687559314115e+24
109949570.0,2.829146779306961e+33,1.562375633449971e+24
109959570.0,2.829170029403537e+33,1.5599854856258173e+24
109969570.0,2.829193258851952e+33,1.5575983093913028e+24
109979570.0,2.8292164676638185e+33,1.5552141016815975e+24
109989570.0,2.829239655850743e+33,1.5528328594346863e+24
